0.0 1.0
0.1 0.9048374180359595
0.2 0.8187307530779818
0.3 0.7408182206817179
0.4 0.6703200460356393
0.5 0.6065306597126334
0.6 0.5488116360940264
0.7 0.4965853037914095
0.8 0.44932896411722156
0.9 0.4065696597405991
1.0 0.36787944117144233
1.1 0.33287108369807955
1.2 0.30119421191220214
1.3 0.2725317930340126
1.4 0.2465969639416065
1.5 0.22313016014842982
1.6 0.20189651799465538
1.7 0.18268352405273466
1.8 0.16529888822158653
1.9 0.14956861922263506
2.0 0.1353352832366127
2.1 0.1224564282529819
2.2 0.11080315836233387
2.3 0.10025884372280375
2.4 0.09071795328941251
2.5 0.0820849986238988
2.6 0.07427357821433388
2.7 0.06720551273974976
2.8 0.06081006262521797
2.9 0.05502322005640723
3.0 0.049787068367863944
3.1 0.0450492023935578
3.2 0.04076220397836621
3.3 0.036883167401240015
3.4 0.03337326996032608
3.5 0.0301973834223185
3.6 0.02732372244729256
3.7 0.024723526470339388
3.8 0.0223707718561656
3.9 0.02024191144580439
4.0 0.01831563888873418
4.1 0.016572675401761255
4.2 0.014995576820477703
4.3 0.013568559012200934
4.4 0.012277339903068436
4.5 0.011108996538242306
4.6 0.010051835744633586
4.7 0.009095277101695816
4.8 0.00822974704902003
4.9 0.007446583070924338
5.0 0.006737946999085467
