0.0 1.0
0.1 0.9048374180359595
0.2 0.8187307530779818
0.3 0.7408182206817179
0.4 0.6703200460356393
0.5 0.6065306597126334
0.6 0.5488116360940264
0.7 0.4965853037914095
0.8 0.44932896411722156
0.9 0.4065696597405991
1.0 0.36787944117144233
1.1 0.33287108369807955
1.2 0.30119421191220214
1.3 0.2725317930340126
1.4 0.2465969639416065
1.5 0.22313016014842982
1.6 0.20189651799465538
1.7 0.18268352405273466
1.8 0.16529888822158653
1.9 0.14956861922263506
2.0 0.1353352832366127
2.1 0.1224564282529819
2.2 0.11080315836233387
2.3 0.10025884372280375
2.4 0.09071795328941251
2.5 0.0820849986238988
2.6 0.07427357821433388
2.7 0.06720551273974976
2.8 0.06081006262521797
2.9 0.05502322005640723
3.0 0.049787068367863944
3.1 0.0450492023935578
3.2 0.04076220397836621
3.3 0.036883167401240015
3.4 0.03337326996032608
3.5 0.0301973834223185
3.6 0.02732372244729256
3.7 0.024723526470339388
3.8 0.0223707718561656
3.9 0.02024191144580439
4.0 0.01831563888873418
4.1 0.016572675401761255
4.2 0.014995576820477703
4.3 0.013568559012200934
4.4 0.012277339903068436
4.5 0.011108996538242306
4.6 0.010051835744633586
4.7 0.009095277101695816
4.8 0.00822974704902003
4.9 0.007446583070924338
5.0 0.006737946999085467
5.1 0.006096746565515638
5.2 0.0055165644207607716
5.3 0.004991593906910217
5.4 0.004516580942612666
5.5 0.004086771438464067
5.6 0.003697863716482932
5.7 0.003345965457471272
5.8 0.0030275547453758153
5.9 0.0027394448187683684
6.0 0.0024787521766663585
6.1 0.0022428677194858034
6.2 0.002029430636295734
6.3 0.0018363047770289071
6.4 0.001661557273173934
6.5 0.0015034391929775724
6.6 0.0013603680375478939
6.7 0.001230911902673481
6.8 0.0011137751478448032
6.9 0.0010077854290485105
7.0 0.0009118819655545162
7.1 0.0008251049232659046
7.2 0.0007465858083766792
7.3 0.0006755387751938444
7.4 0.0006112527611295723
7.5 0.0005530843701478336
7.6 0.0005004514334406108
7.7 0.00045282718288679695
7.8 0.0004097349789797868
7.9 0.0003707435404590882
8.0 0.00033546262790251185
8.1 0.0003035391380788668
8.2 0.00027465356997214254
8.3 0.00024851682710795185
8.4 0.0002248673241788482
8.5 0.00020346836901064417
8.6 0.0001841057936675792
8.7 0.00016658581098763354
8.8 0.0001507330750954765
8.9 0.0001363889264820114
9.0 0.00012340980408667956
9.1 0.00011166580849011478
9.2 0.00010103940183709342
9.3 9.142423147817327e-05
9.4 8.272406555663223e-05
9.5 7.48518298877006e-05
9.6 6.77287364908539e-05
9.7 6.128349505322213e-05
9.8 5.5451599432176945e-05
9.9 5.017468205617528e-05
10.0 4.5399929762484854e-05
