1 -1146 1500
2 38 1500
3 339 1500
4 235 1500
5 -338 1500
6 1054 1500
7 642 1500
8 -236 1500
9 -669 1500
10 -467 1500
11 -778 1500
12 812 1500
13 422 1500
14 38 1500
15 -403 1500
16 -103 1500
17 816 1500
18 687 1500
19 2182 1500
20 280 1500
21 1670 1500
22 961 1500
23 1517 1500
24 575 1500
25 1459 1500
26 2212 1500
27 3601 1500
28 1991 1500
29 3899 1500
30 2508 1500
31 3825 1500
32 2414 1500
33 2804 1500
34 4096 1500
35 3414 1500
36 5303 1500
37 2699 1500
38 5644 1500
39 3814 1500
40 5314 1500
41 5318 1500
42 4549 1500
43 6623 1500
44 4524 1500
45 7462 1500
46 7708 1500
47 6957 1500
48 6468 1500
49 8735 1500
50 6980 1500
51 6963 1500
52 7509 1500
53 7758 1500
54 8685 1500
55 10224 1500
56 9388 1500
57 11200 1500
58 11589 1500
59 11563 1500
60 9963 1500
61 11465 1500
62 12693 1500
63 13413 1500
64 12415 1500
65 11873 1500
66 13204 1500
67 12304 1500
68 15458 1500
69 13823 1500
70 15161 1500
71 14005 1500
72 14569 1500
73 15615 1500
74 16955 1500
75 18043 1500
76 18886 1500
77 18140 1500
78 17699 1500
79 18308 1500
80 20674 1500
81 18371 1500
82 20422 1500
83 19760 1500
84 22294 1500
85 21554 1500
86 23527 1500
87 24196 1500
88 24416 1500
89 23140 1500
90 25297 1500
91 25142 1500
92 26104 1500
93 26298 1500
94 25494 1500
95 26377 1500
96 28730 1500
97 29262 1500
98 29883 1500
99 30957 1500
100 28943 1500
