0.0 0.5723136175174102 0.01
0.02 0.3581453718876251 0.02
0.04 0.4385028467114897 0.04
0.06 0.38449733376122963 0.06
0.08 0.3564137399841132 0.08
0.1 0.6673106343556243 0.1
0.12 1.2286484091505165 0.12
0.14 0.645293849807955 0.14
0.16 1.384469053832262 0.16
0.18 1.1521986971612126 0.18
0.2 1.1228896724060662 0.2
0.22 1.5751192687417643 0.22
0.24 1.3289939422487138 0.24
0.26 0.9818729183943452 0.26
0.28 1.471732648456015 0.28
0.3 1.7970981283271894 0.3
0.32 1.837400862988226 0.32
0.34 1.4713863095806392 0.34
0.36 2.1667269601601755 0.36
0.38 1.6690893912948281 0.38
0.4 2.3577675206185438 0.4
0.42 1.5907323412552417 0.42
0.44 2.4543766389714987 0.44
0.46 2.462398179375446 0.46
0.48 2.423845066244295 0.48
0.5 2.3123853189786496 0.5
0.52 2.239562912796147 0.52
0.54 2.004954671295499 0.54
0.56 2.612298109025457 0.56
0.58 2.6780351356366476 0.58
0.6 2.238207592238965 0.6
0.62 2.6536181595378254 0.62
0.64 2.649952469574684 0.64
0.66 3.0724812722438326 0.66
0.68 2.9643809753416455 0.68
0.7 2.9030456205732564 0.7
0.72 2.7679482923826977 0.72
0.74 2.7990527629323765 0.74
0.76 3.5898696888165764 0.76
0.78 3.88818365289173 0.78
0.8 3.5435809560136446 0.8
0.82 3.346154529448297 0.82
0.84 3.4958259357566113 0.84
0.86 3.615412329102879 0.86
0.88 3.787861884608523 0.88
0.9 3.8626779767868444 0.9
0.92 4.016459282998265 0.92
0.94 3.8876216552547005 0.94
0.96 4.076087189492374 0.96
0.98 4.682993744242943 0.98
1.0 4.0 1.0
1.02 4.1004000000000005 1.02
1.04 4.2016 1.04
1.06 4.3036 1.06
1.08 4.4064000000000005 1.08
1.1 4.510000000000001 1.1
1.12 4.614400000000001 1.12
1.14 4.7196 1.14
1.16 4.8256 1.16
1.18 4.9323999999999995 1.18
1.2 5.039999999999999 1.2
1.22 5.1484000000000005 1.22
1.24 5.2576 1.24
1.26 5.3676 1.26
1.28 5.4784 1.28
1.3 5.590000000000001 1.3
1.32 5.7024 1.32
1.34 5.815600000000001 1.34
1.36 5.929600000000001 1.36
1.38 6.0443999999999996 1.38
1.4 6.159999999999999 1.4
1.42 6.2764 1.42
1.44 6.3936 1.44
1.46 6.5116 1.46
1.48 6.6304 1.48
1.5 6.75 1.5
1.52 6.8704 1.52
1.54 6.9916 1.54
1.56 7.1136 1.56
1.58 7.236400000000001 1.58
1.6 7.360000000000001 1.6
1.62 7.484400000000001 1.62
1.64 7.6095999999999995 1.64
1.66 7.7356 1.66
1.68 7.862399999999999 1.68
1.7 7.989999999999999 1.7
1.72 8.1184 1.72
1.74 8.2476 1.74
1.76 8.377600000000001 1.76
1.78 8.5084 1.78
1.8 8.64 1.8
1.82 8.772400000000001 1.82
1.84 8.9056 1.84
1.86 9.0396 1.86
1.88 9.174399999999999 1.88
1.9 9.309999999999999 1.9
1.92 9.4464 1.92
1.94 9.5836 1.94
1.96 9.721599999999999 1.96
1.98 9.860399999999998 1.98
2.0 11.0 2.0
2.02 11.1404 2.02
2.04 11.281600000000001 2.04
2.06 11.4236 2.06
2.08 10.566400000000002 2.08
2.1 11.71 2.1
2.12 11.854400000000002 2.12
2.14 11.999600000000001 2.14
2.16 12.145600000000002 2.16
2.18 11.2924 2.18
2.2 11.440000000000001 2.2
2.22 11.5884 2.22
2.24 11.7376 2.24
2.26 11.887599999999999 2.26
2.28 13.0384 2.28
2.3 13.189999999999998 2.3
2.32 13.342399999999998 2.32
2.34 12.4956 2.34
2.36 13.6496 2.36
2.38 13.8044 2.38
2.4 12.959999999999999 2.4
2.42 13.116399999999999 2.42
2.44 13.2736 2.44
2.46 13.4316 2.46
2.48 13.590399999999999 2.48
2.5 13.75 2.5
2.52 13.910400000000001 2.52
2.54 14.0716 2.54
2.56 14.2336 2.56
2.58 15.3964 2.58
2.6 15.560000000000002 2.6
2.62 15.724400000000001 2.62
2.64 14.889600000000002 2.64
2.66 15.055600000000002 2.66
2.68 16.2224 2.68
2.7 16.39 2.7
2.72 15.558400000000002 2.72
2.74 16.727600000000002 2.74
2.76 15.897599999999997 2.76
2.78 17.068399999999997 2.78
2.8 16.24 2.8
2.82 17.412399999999998 2.82
2.84 17.5856 2.84
2.86 17.7596 2.86
2.88 17.9344 2.88
2.9 18.11 2.9
2.92 17.2864 2.92
2.94 17.4636 2.94
2.96 18.641599999999997 2.96
2.98 17.8204 2.98
3.0 20.0 3.0
3.02 18.1804 3.02
3.04 19.361600000000003 3.04
3.06 19.543599999999998 3.06
3.08 18.726399999999998 3.08
3.1 18.910000000000004 3.1
3.12 21.0944 3.12
3.14 19.279600000000002 3.14
